s_m,x_m,y_m,theta_rad,w_m
2055.0,291964.5867613465,5314932.454936545,-2.2716360422537365,12.0
2060.0,291961.3624627972,5314928.633431755,-2.2716360422537365,12.0
2065.0,291958.1381642479,5314924.811926964,-2.2752421379783594,12.0
2070.0,291954.8863911918,5314921.013778939,-2.27896906371824,12.0
2075.0,291951.63369756046,5314917.216413518,-2.2790898903646415,12.0
2080.0,291948.3810039291,5314913.419048097,-2.2790898903646415,12.0
2085.0,291945.1283102978,5314909.6216826765,-2.2790898903646415,12.0
2090.0,291941.87561666645,5314905.824317255,-2.2790898903646415,12.0
2095.0,291938.6229230351,5314902.026951835,-2.2790898903646415,12.0
2100.0,291935.3702294038,5314898.229586413,-2.2790898903040553,12.0
2105.0,291932.11753577244,5314894.432220992,-2.2790898903646415,12.0
2110.0,291928.8648421411,5314890.634855571,-2.2790898903646415,12.0
2115.0,291925.61214850977,5314886.83749015,-2.2790898903646415,12.0
2120.0,291922.35945487843,5314883.040124729,-2.2790898903646415,12.0
2125.0,291919.1067612471,5314879.242759308,-2.2790898903646415,12.0
2130.0,291915.85406761576,5314875.445393887,-2.2790898903646415,12.0
2135.0,291912.6013739844,5314871.648028466,-2.2790898903646415,12.0
2140.0,291909.3486803531,5314867.850663045,-2.2790898903646415,12.0
2145.0,291906.09598672175,5314864.053297624,-2.2790898903040553,12.0
2150.0,291902.8432930904,5314860.255932203,-2.2790898903646415,12.0
2155.0,291899.5905994591,5314856.458566782,-2.189786224718258,12.0
2160.0,291897.11290570284,5314852.211987041,-2.00525636108532,12.0
2165.0,291895.4345274144,5314847.502098898,-1.9131187410580062,12.0
2170.0,291893.75614912587,5314842.792210755,-1.9131187410580062,12.0
2175.0,291892.0777708374,5314838.082322612,-1.863642090652793,12.0
2180.0,291890.87927586393,5314833.25080487,-1.7693408457842912,12.0
2185.0,291890.1116430575,5314828.310082263,-1.724932490210349,12.0
2190.0,291889.344010251,5314823.369359657,-1.7249324902303989,12.0
2195.0,291888.5763774445,5314818.428637051,-1.5365985481742588,12.0
2200.0,291889.6750215934,5314813.693810316,-1.2688152374767308,12.0
2205.0,291891.50124776055,5314809.039253625,-1.196900103622159,12.0
2210.0,291893.3274739277,5314804.384696934,-1.1969001036167404,12.0
2215.0,291895.1537000949,5314799.730140244,-1.1231887249357275,12.0
2220.0,291897.6278214474,5314795.427651586,-0.998861889415925,12.0
2225.0,291900.5396340968,5314791.363005587,-0.9491644571039289,12.0
2230.0,291903.4514467462,5314787.298359589,-0.9491644571039289,12.0
2235.0,291906.3632593956,5314783.23371359,-0.9491644570991971,12.0
2240.0,291909.27507204504,5314779.169067591,-0.9491644570991971,12.0
2245.0,291912.18688469444,5314775.104421592,-1.1466767919007113,12.0
2250.0,291913.3062523843,5314770.241100558,-1.3493331407779021,12.0
2255.0,291914.38134147256,5314765.358049928,-1.3540862526214419,12.0
2260.0,291915.45643056073,5314760.474999298,-1.3540862526214419,12.0
2265.0,291916.53151964897,5314755.5919486685,-1.3540862525957322,12.0
2270.0,291917.6066087372,5314750.70889804,-1.354894409032327,12.0
2275.0,291918.67336507415,5314745.826116893,-1.6039856810282815,12.0
2280.0,291917.285013145,5314741.022734865,-1.8521646103731804,12.0
2285.0,291915.8966612159,5314736.219352835,-1.8521646103473204,12.0
2290.0,291914.5083092868,5314731.415970805,-1.8521646103787723,12.0
2295.0,291913.11995735765,5314726.612588776,-1.8521646103731804,12.0
2300.0,291911.73160542856,5314721.8092067465,-1.8521646103473204,12.0
2305.0,291910.3432534994,5314717.005824717,-1.8521646103787723,12.0
2310.0,291908.9549015703,5314712.202442688,-1.8521646103731804,12.0
2315.0,291907.5665496412,5314707.399060658,-1.8521646103473204,12.0
2320.0,291906.17819771206,5314702.595678628,-1.8521646103529121,12.0
2325.0,291904.7898457829,5314697.792296599,-1.8521646103731804,12.0
2330.0,291903.40149385383,5314692.98891457,-1.8597678982095576,12.0
2335.0,291901.9406278467,5314688.208428861,-1.8842457385962614,12.0
2340.0,291900.3189100758,5314683.478732098,-1.9011140103920388,12.0
2345.0,291898.69719230494,5314678.749035334,-1.9011140103865327,12.0
2350.0,291897.0754745341,5314674.0193385715,-1.9011140103865327,12.0
2355.0,291895.45375676325,5314669.289641808,-1.9011140103920388,12.0
2360.0,291893.8320389924,5314664.559945045,-1.9011140103920388,12.0
2365.0,291892.2103212215,5314659.830248281,-1.9011140103865327,12.0
2370.0,291890.5886034507,5314655.100551519,-1.9011140103865327,12.0
2375.0,291888.9668856798,5314650.370854755,-1.9011140103920388,12.0
2380.0,291887.34516790893,5314645.641157992,-1.9011140104222455,12.0
2385.0,291885.72345013806,5314640.911461229,-1.9011140103920388,12.0
2390.0,291884.1017323672,5314636.181764466,-1.9011140103865327,12.0
2395.0,291882.48001459637,5314631.452067703,-1.9011140103865327,12.0
2400.0,291880.8582968255,5314626.722370939,-1.9011140103920388,12.0
2405.0,291879.2365790546,5314621.992674177,-1.9011140103920388,12.0
2410.0,291877.61486128374,5314617.262977413,-1.9011140103865327,12.0
2415.0,291875.9931435129,5314612.53328065,-1.9011140103865327,12.0
2420.0,291874.37142574205,5314607.8035838865,-1.9011140103920388,12.0
2425.0,291872.7497079712,5314603.073887124,-1.9011140103920388,12.0
2430.0,291871.1279902003,5314598.34419036,-1.9011140103920388,12.0
2435.0,291869.5062724294,5314593.614493597,-1.9011140103865327,12.0
2440.0,291867.8845546586,5314588.884796834,-1.9011140103865327,12.0
2445.0,291866.26283688773,5314584.155100071,-1.9011140103920388,12.0
2450.0,291864.64111911686,5314579.425403307,-1.9011140103920388,12.0
2455.0,291863.019401346,5314574.695706544,-1.9011140104167394,12.0
2460.0,291861.39768357517,5314569.966009782,-1.9011140103865327,12.0
2465.0,291859.7759658043,5314565.236313018,-1.9011140103920388,12.0
2470.0,291858.1542480334,5314560.506616255,-1.9011140103920388,12.0
2475.0,291856.53253026254,5314555.776919492,-1.9011140103920388,12.0
2480.0,291854.91081249167,5314551.047222729,-1.9011140103865327,12.0
2485.0,291853.28909472085,5314546.317525965,-1.9011140103865327,12.0
2490.0,291851.66737695,5314541.587829202,-1.9011140103920388,12.0
2495.0,291850.0456591791,5314536.858132439,-1.9011140103920388,12.0
2500.0,291848.4239414082,5314532.128435676,-1.9011140103865327,12.0
2505.0,291846.8022236374,5314527.398738912,-1.9011140103865327,12.0
2510.0,291845.18050586653,5314522.66904215,-1.9011140103920388,12.0
2515.0,291843.55878809566,5314517.939345386,-1.9011140103920388,12.0
2520.0,291841.9370703248,5314513.209648623,-1.9011140103920388,12.0
2525.0,291840.3153525539,5314508.479951859,-1.9011140103865327,12.0
2530.0,291838.6936347831,5314503.750255097,-1.9011140104167394,12.0
2535.0,291837.0719170122,5314499.020558334,-1.9011140103920388,12.0
2540.0,291835.45019924134,5314494.29086157,-1.9011140103920388,12.0
2545.0,291833.82848147047,5314489.5611648075,-1.9011140103920388,12.0
2550.0,291832.2067636996,5314484.831468044,-1.9011140103865327,12.0
2555.0,291830.5850459288,5314480.101771281,-1.9011140103865327,12.0
2560.0,291828.9633281579,5314475.372074517,-1.9011140103920388,12.0
2565.0,291827.341610387,5314470.642377755,-1.9011140103920388,12.0
2570.0,291825.71989261615,5314465.912680991,-2.0763047224680284,12.0
2575.0,291822.5893389054,5314462.056156988,-2.2712474853995963,12.0
2580.0,291819.29650499916,5314458.293545546,-2.2897089434258593,12.0
2585.0,291816.0036710929,5314454.530934104,-2.2897089434258593,12.0
2590.0,291812.71083718666,5314450.7683226615,-2.2897089434214792,12.0
2595.0,291809.4180032805,5314447.005711219,-2.4368184183299424,12.0
2600.0,291805.3856471502,5314444.538375191,-2.7793526824322665,12.0
2605.0,291800.4715823398,5314443.615354585,-2.9559236082940505,12.0
2610.0,291795.5575175293,5314442.6923339795,-2.9559236082951252,12.0
2615.0,291790.6434527188,5314441.769313374,-2.955923608385582,12.0
2620.0,291785.72938790836,5314440.846292769,-3.009207231571685,12.0
2625.0,291780.7874354469,5314440.456843992,3.1399539084879535,12.0
2630.0,291775.8039230239,5314440.86255809,3.060360526209099,12.0
2635.0,291770.8204106009,5314441.2682721885,3.060360526115802,12.0
2640.0,291765.836898178,5314441.673986288,3.060360526115802,12.0
2645.0,291760.853385755,5314442.079700386,2.9183910071805177,12.0
2650.0,291756.42193430715,5314443.811028572,2.59716228027216,12.0
2655.0,291752.62358949735,5314447.062578465,2.433600243780891,12.0
2660.0,291748.8252446876,5314450.314128358,2.433600243780891,12.0
2665.0,291745.0268998778,5314453.565678251,2.433600243780891,12.0
2670.0,291741.2285550681,5314456.817228144,2.433600243851641,12.0
2675.0,291737.4302102583,5314460.068778036,2.433600243851641,12.0
2680.0,291733.63186544855,5314463.320327929,2.433600243780891,12.0
2685.0,291729.83352063876,5314466.571877822,2.433600243780891,12.0
2690.0,291726.035175829,5314469.823427715,2.433600243780891,12.0
2695.0,291722.2368310192,5314473.074977608,2.433600243784676,12.0
2700.0,291718.43848620943,5314476.326527501,2.433600243851641,12.0
2705.0,291714.6401413997,5314479.578077394,2.433600243851641,12.0
2710.0,291710.8417965899,5314482.829627287,2.433600243780891,12.0
2715.0,291707.04345178016,5314486.08117718,2.5080320601661974,12.0
2720.0,291702.84487457335,5314488.704025304,2.649829238443587,12.0
2725.0,291698.29134070745,5314490.76929268,2.7157882676157166,12.0
2730.0,291693.73780684156,5314492.834560054,2.7157882676133123,12.0
2735.0,291689.1842729757,5314494.89982743,2.715788267528496,12.0
2740.0,291684.6307391098,5314496.965094806,2.904189053821061,12.0
2745.0,291679.7004956626,5314497.194584355,3.129062288472979,12.0
2750.0,291674.7015996981,5314497.08951706,-3.1205776478083753,12.0
2755.0,291669.70270373364,5314496.984449765,-3.1205776478083753,12.0
2760.0,291664.70380776917,5314496.87938247,-3.0052957621051113,12.0
2765.0,291659.8674710189,5314495.6355751455,-2.884438950695516,12.0
2770.0,291655.0388485025,5314494.33772901,-2.879016539193401,12.0
2775.0,291650.2102259861,5314493.039882873,-2.879016539103461,12.0
2780.0,291645.38160346966,5314491.742036737,-2.7614170497541752,12.0
2785.0,291641.1744491999,5314489.429038701,-2.468792608586286,12.0
2790.0,291637.8226267371,5314485.718878842,-2.3054962140369155,12.0
2795.0,291634.4708042744,5314482.008718983,-2.3054962140369155,12.0
2800.0,291631.11898181157,5314478.298559125,-2.3054962139788024,12.0
2805.0,291627.76715934876,5314474.588399265,-2.3054962139744832,12.0
2810.0,291624.415336886,5314470.878239406,-2.3054962140369155,12.0
2815.0,291621.0635144232,5314467.168079548,-2.213765007888136,12.0
2820.0,291618.5078982645,5314462.99291147,-2.0054686757886513,12.0
2825.0,291616.9232618453,5314458.250662276,-1.8932843284262746,12.0
2830.0,291615.3386254261,5314453.508413082,-1.893284328420754,12.0
2835.0,291613.753989007,5314448.766163887,-1.8932843283912377,12.0
2840.0,291612.1693525878,5314444.023914693,-1.8932843284262746,12.0
2845.0,291610.5847161686,5314439.281665499,-1.8932843284262746,12.0
2850.0,291609.0000797494,5314434.539416305,-1.8932843284262746,12.0
2855.0,291607.4154433302,5314429.797167111,-1.8932843284262746,12.0
2860.0,291605.830806911,5314425.054917917,-1.893284328420754,12.0
2865.0,291604.24617049185,5314420.312668723,-1.893284328420754,12.0
2870.0,291602.66153407266,5314415.5704195285,-1.8932843284262746,12.0
2875.0,291601.07689765346,5314410.828170335,-1.8932843284262746,12.0
2880.0,291599.49226123426,5314406.08592114,-1.8932843284262746,12.0
2885.0,291597.90762481507,5314401.343671947,-1.893284328420754,12.0
2890.0,291596.3229883959,5314396.601422752,-1.8932843283912377,12.0
2895.0,291594.73835197673,5314391.859173558,-1.8932843284262746,12.0
2900.0,291593.15371555754,5314387.116924364,-1.8932843284262746,12.0
2905.0,291591.56907913834,5314382.37467517,-1.8932843284262746,12.0
2910.0,291589.98444271914,5314377.632425976,-1.893284328420754,12.0
2915.0,291588.3998063,5314372.890176781,-1.893284328420754,12.0
2920.0,291586.8151698808,5314368.147927588,-1.8882174394853322,12.0
2925.0,291585.2786889404,5314363.389918711,-1.882010053381973,12.0
2930.0,291583.7530467262,5314358.62836268,-1.8808696279880985,12.0
2935.0,291582.22740451206,5314353.866806649,-1.8808696280165158,12.0
2940.0,291580.7017622979,5314349.105250618,-1.8808696280109727,12.0
2945.0,291579.1761200838,5314344.343694587,-1.8808696280109727,12.0
2950.0,291577.6504778696,5314339.582138557,-1.8808696280165158,12.0
2955.0,291576.12483565544,5314334.820582526,-1.8808696280165158,12.0
2960.0,291574.5991934413,5314330.059026496,-1.8808696280165158,12.0
2965.0,291573.0735512271,5314325.297470464,-1.8808696279880985,12.0
2970.0,291571.54790901294,5314320.535914433,-1.8808696280109727,12.0
2975.0,291570.0222667988,5314315.774358403,-1.8808696280109727,12.0
2980.0,291568.49662458466,5314311.012802372,-1.9163756591903145,12.0
2985.0,291566.6754226601,5314306.478261953,-2.265352689172814,12.0
2990.0,291562.4683914717,5314303.776246302,-2.5706765029552754,12.0
2995.0,291558.2613602833,5314301.07423065,-2.718376942151134,12.0
3000.0,291553.8120643664,5314299.877132583,3.13641485394266,12.0
3005.0,291548.96960077493,5314301.1223419495,2.8899018213157817,12.0
3010.0,291544.1271371834,5314302.367551316,2.8899018214059797,12.0
3015.0,291539.2846735919,5314303.612760681,2.8899018214059797,12.0
3020.0,291534.44221000036,5314304.857970047,2.8899018213157817,12.0
3025.0,291529.5997464089,5314306.103179413,2.889901821314332,12.0
3030.0,291524.7572828174,5314307.348388779,2.8899018213157817,12.0
3035.0,291519.91481922584,5314308.593598145,2.8899018214059797,12.0
3040.0,291515.07235563436,5314309.83880751,2.88990182140453,12.0
3045.0,291510.2298920429,5314311.084016876,2.8899018213157817,12.0
3050.0,291505.38742845133,5314312.329226242,2.7497100596303974,12.0
3055.0,291501.082346289,5314314.864307034,2.6065955992247614,12.0
3060.0,291496.7881719384,5314317.425569739,2.603787121440261,12.0
3065.0,291492.49399758776,5314319.986832445,2.3196776243575083,12.0
3070.0,291490.45480504667,5314324.239238685,1.9185165379387306,12.0
3075.0,291489.1986166651,5314329.078865814,1.7177217673443455,12.0
3080.0,291489.0082132141,5314334.014044072,1.5521619424407467,12.0
3085.0,291489.38351116347,5314338.999939322,1.495666077404287,12.0
3090.0,291489.7588091128,5314343.985834572,1.4956660774170816,12.0
3095.0,291490.1341070621,5314348.971729823,1.4956660774100912,12.0
3100.0,291490.5094050115,5314353.957625073,1.495666077404287,12.0
3105.0,291490.88470296084,5314358.943520324,1.495666077404287,12.0
3110.0,291491.2600009102,5314363.929415574,1.495666077404287,12.0
3115.0,291491.63529885956,5314368.915310825,1.495666077404287,12.0
3120.0,291492.0105968089,5314373.901206075,1.495666077404287,12.0
3125.0,291492.3858947583,5314378.887101326,1.4956660774112773,12.0
3130.0,291492.76119270764,5314383.872996577,1.4956660774100912,12.0
3135.0,291493.13649065694,5314388.858891827,1.4956660774100912,12.0
3140.0,291493.5117886063,5314393.844787078,1.495666077404287,12.0
3145.0,291493.88708655565,5314398.830682328,1.495666077404287,12.0
3150.0,291494.262384505,5314403.816577579,1.4956046000230017,12.0
3155.0,291494.63829548436,5314408.802426557,1.495396511964131,12.0
3160.0,291495.0156684116,5314413.788165186,1.4952499013030969,12.0
3165.0,291495.39304133883,5314418.773903814,1.4952499013159302,12.0
3170.0,291495.77041426604,5314423.759642444,1.4952499013159302,12.0
3175.0,291496.14778719324,5314428.745381072,1.4952499013030969,12.0
3180.0,291496.5251601205,5314433.731119701,1.4952499013030969,12.0
3185.0,291496.9025330477,5314438.716858329,1.4952499013089011,12.0
3190.0,291497.2799059749,5314443.702596958,1.4952499013089011,12.0
3195.0,291497.65727890213,5314448.688335586,1.495249901310126,12.0
3200.0,291498.0346518294,5314453.674074216,1.495249901310126,12.0
3205.0,291498.4120247566,5314458.659812844,1.4952499013089011,12.0
3210.0,291498.7893976838,5314463.645551473,1.4952499013089011,12.0
3215.0,291499.166770611,5314468.631290101,1.4952499013030969,12.0
3220.0,291499.5441435383,5314473.61702873,1.495249901310126,12.0
3225.0,291499.9215164655,5314478.602767359,1.4952499013159302,12.0
3230.0,291500.2988893927,5314483.588505988,1.4952499013030969,12.0
3235.0,291500.67626231996,5314488.574244617,1.4952499013030969,12.0
3240.0,291501.05363524717,5314493.559983245,1.4952499013089011,12.0
3245.0,291501.4310081744,5314498.545721874,1.4952499013089011,12.0
3250.0,291501.8083811016,5314503.531460502,1.495249901310126,12.0
3255.0,291502.18575402885,5314508.517199132,1.495249901310126,12.0
3260.0,291502.56312695605,5314513.50293776,1.4952499013089011,12.0
3265.0,291502.94049988326,5314518.488676389,1.4952499013089011,12.0
3270.0,291503.31787281047,5314523.474415017,1.4952499013030969,12.0
3275.0,291503.69524573773,5314528.460153646,1.4952499013030969,12.0
3280.0,291504.07261866494,5314533.445892274,1.4952499013159302,12.0
3285.0,291504.44999159215,5314538.431630904,1.4952499013159302,12.0
3290.0,291504.82736451935,5314543.417369532,1.4952499013030969,12.0
3295.0,291505.2047374466,5314548.403108161,1.4952499013030969,12.0
3300.0,291505.5821103738,5314553.3888467895,1.4952499013089011,12.0
3305.0,291505.95948330103,5314558.374585418,1.495249901310126,12.0
3310.0,291506.3368562283,5314563.3603240475,1.495249901310126,12.0
3315.0,291506.7142291555,5314568.346062676,1.4952499013089011,12.0
3320.0,291507.0916020827,5314573.331801305,1.4952499013089011,12.0
3325.0,291507.4689750099,5314578.317539933,1.4952499013030969,12.0
3330.0,291507.8463479372,5314583.303278562,1.4952499013030969,12.0
3335.0,291508.2237208644,5314588.28901719,1.4952499013159302,12.0
3340.0,291508.6010937916,5314593.27475582,1.4952499013159302,12.0
3345.0,291508.9784667188,5314598.260494448,1.4952499013030969,12.0
3350.0,291509.3558396461,5314603.246233077,1.4952499013030969,12.0
3355.0,291509.7332125733,5314608.231971705,1.4952499013089011,12.0
3360.0,291510.1105855005,5314613.217710334,1.4952499013089011,12.0
3365.0,291510.4879584277,5314618.203448962,1.495249901310126,12.0
3370.0,291510.86533135496,5314623.189187592,1.495249901310126,12.0
3375.0,291511.24270428217,5314628.17492622,1.4952499013089011,12.0
3380.0,291511.6200772094,5314633.160664849,1.4952499013030969,12.0
3385.0,291511.99745013664,5314638.1464034775,1.4952499013030969,12.0
3390.0,291512.37482306384,5314643.132142106,1.4952499013159302,12.0
3395.0,291512.75219599105,5314648.117880736,1.4952499013159302,12.0
3400.0,291513.12956891826,5314653.103619364,1.4952499013030969,12.0
3405.0,291513.5069418455,5314658.089357993,1.4952499013030969,12.0
3410.0,291513.88431477273,5314663.075096621,1.4952499013089011,12.0
3415.0,291514.26168769994,5314668.06083525,1.4952499013089011,12.0
3420.0,291514.63906062715,5314673.046573878,1.495249901310126,12.0
3425.0,291515.0164335544,5314678.032312508,1.495249901310126,12.0
3430.0,291515.3938064816,5314683.018051136,1.4952499013089011,12.0
3435.0,291515.7711794088,5314688.003789765,1.49833244698569,12.0
3440.0,291516.1177928468,5314692.991553831,1.5081264271436001,12.0
3445.0,291516.3974411973,5314697.983727386,1.5148374563807383,12.0
3450.0,291516.6770895478,5314702.975900941,1.5148374563813412,12.0
3455.0,291516.95673789823,5314707.968074495,1.51483745638655,12.0
3460.0,291517.2363862487,5314712.96024805,1.5148374563807383,12.0
3465.0,291517.5160345992,5314717.952421605,1.5148374563755296,12.0
3470.0,291517.7956829497,5314722.944595159,1.5148374563807383,12.0
3475.0,291518.0753313002,5314727.936768714,1.5148374563807383,12.0
3480.0,291518.3549796507,5314732.928942269,1.5148374563813412,12.0
3485.0,291518.63462800113,5314737.921115823,1.51483745638655,12.0
3490.0,291518.9142763516,5314742.913289378,1.5148374563807383,12.0
3495.0,291519.1939247021,5314747.905462933,1.5148374563755296,12.0
3500.0,291519.4735730526,5314752.897636487,1.5148374563807383,12.0
3505.0,291519.7532214031,5314757.889810042,1.51483745638655,12.0
3510.0,291520.03286975354,5314762.881983597,1.5148374563813412,12.0
3515.0,291520.31251810404,5314767.874157151,1.5148374563807383,12.0
3520.0,291520.59216645453,5314772.8663307065,1.5148374563807383,12.0
3525.0,291520.871814805,5314777.858504261,1.5148374563755296,12.0
3530.0,291521.1514631555,5314782.850677815,1.5148374563755296,12.0
3535.0,291521.431111506,5314787.84285137,1.51483745638655,12.0
3540.0,291521.71075985645,5314792.835024925,1.51483745638655,12.0
3545.0,291521.99040820694,5314797.827198479,1.5148374563755296,12.0
3550.0,291522.27005655743,5314802.819372034,1.4958877903590555,12.0
3555.0,291522.7384972997,5314807.795212228,1.4655400640154699,12.0
3560.0,291523.32038187445,5314812.761237836,1.4541551043388063,12.0
3565.0,291523.9022664492,5314817.727263444,1.454155104333025,12.0
3570.0,291524.48415102396,5314822.693289053,1.454155104333025,12.0
3575.0,291525.0660355987,5314827.65931466,1.4541551043388063,12.0
3580.0,291525.6479201734,5314832.625340269,1.4541551043496448,12.0
3585.0,291526.22980474815,5314837.591365878,1.454155104333025,12.0
3590.0,291526.81168932293,5314842.557391485,1.454155104333025,12.0
3595.0,291527.39357389766,5314847.523417094,1.4541551043496448,12.0
3600.0,291527.9754584724,5314852.489442702,1.4541551043388063,12.0
3605.0,291528.5573430471,5314857.45546831,1.4299039461413663,12.0
3610.0,291529.3783729432,5314862.380816734,1.3780289421239929,12.0
3615.0,291530.4710912627,5314867.259952587,1.3504745182657545,12.0
3620.0,291531.56380958215,5314872.139088441,1.350474518286108,12.0
3625.0,291532.65652790165,5314877.018224294,1.3504745182657545,12.0
3630.0,291533.7492462211,5314881.897360147,1.3504745182657545,12.0
3635.0,291534.8419645406,5314886.776496001,1.3504745182657545,12.0
3640.0,291535.93468286004,5314891.655631853,1.3504745182657545,12.0
3645.0,291537.02740117954,5314896.534767707,1.350474518286108,12.0
3650.0,291538.120119499,5314901.4139035605,1.3504745182657545,12.0
3655.0,291539.2128378185,5314906.293039413,1.3504745182657545,12.0
3660.0,291540.30555613793,5314911.172175267,1.3504745182657545,12.0
3665.0,291541.39827445743,5314916.051311119,1.3504745182657545,12.0
3670.0,291542.4909927769,5314920.930446973,1.3504745182657545,12.0
3675.0,291543.5837110964,5314925.809582826,1.3504745182657545,12.0
3680.0,291544.6764294158,5314930.688718679,1.350474518286108,12.0
3685.0,291545.7691477353,5314935.567854533,1.3504745182600744,12.0
3690.0,291546.8618660548,5314940.446990386,1.3504745182657545,12.0
3695.0,291547.95458437427,5314945.326126239,1.3504745182657545,12.0
3700.0,291549.04730269377,5314950.205262092,1.3504745182657545,12.0
3705.0,291550.1400210132,5314955.084397946,1.350474518286108,12.0
3710.0,291551.2327393327,5314959.963533799,1.3504745182657545,12.0
3715.0,291552.32545765216,5314964.842669652,1.3504745182657545,12.0
3720.0,291553.41817597166,5314969.721805505,1.301295026018585,12.0
3725.0,291554.98076572246,5314974.455642827,1.2215943573812837,12.0
3730.0,291556.83297642,5314979.099920546,1.1913113466460736,12.0
3735.0,291558.6851871175,5314983.744198265,1.1913113466460736,12.0
3740.0,291560.53739781503,5314988.388475983,1.1913113466805736,12.0
3745.0,291562.3896085125,5314993.032753703,1.1913113466805736,12.0
3750.0,291564.24181921006,5314997.677031422,1.1913113466460736,12.0
3755.0,291566.09402990754,5315002.321309141,1.1913113466460736,12.0
3760.0,291567.9462406051,5315006.96558686,1.191311346675167,12.0
3765.0,291569.79845130263,5315011.6098645795,1.1913113466805736,12.0
3770.0,291571.6506620001,5315016.254142298,1.1913113466460736,12.0
3775.0,291573.50287269766,5315020.898420017,1.1913113466460736,12.0
3780.0,291575.35508339514,5315025.542697736,1.1913113466805736,12.0
3785.0,291577.2072940927,5315030.186975456,1.1913113466805736,12.0
3790.0,291579.0595047902,5315034.831253175,1.1913113466460736,12.0
3795.0,291580.9117154877,5315039.475530894,1.1913113466406668,12.0
3800.0,291582.76392618526,5315044.119808612,1.1913113466805736,12.0
3805.0,291584.61613688275,5315048.764086332,1.1913113466805736,12.0
3810.0,291586.4683475803,5315053.408364051,1.1913113466460736,12.0
3815.0,291588.3205582778,5315058.05264177,1.1913113466460736,12.0
3820.0,291590.1727689753,5315062.696919489,1.1913113466805736,12.0
3825.0,291592.0249796728,5315067.3411972085,1.1913113466805736,12.0
3830.0,291593.87719037035,5315071.985474927,1.1913113466406668,12.0
3835.0,291595.7294010679,5315076.629752646,1.1913113466460736,12.0
3840.0,291597.5816117654,5315081.274030365,1.1913113466805736,12.0
3845.0,291599.4338224629,5315085.918308085,1.1913113466805736,12.0
3850.0,291601.2860331604,5315090.562585804,1.135630963881505,12.0
3855.0,291603.6410067132,5315094.968201064,1.0718823920875105,12.0
3860.0,291606.06846348185,5315099.339408407,1.0638712124123608,12.0
3865.0,291608.4959202505,5315103.7106157495,1.0638712124123608,12.0
3870.0,291610.9233770191,5315108.081823093,1.0638712124575758,12.0
3875.0,291613.35083378776,5315112.453030436,1.0638712124123608,12.0
3880.0,291615.7782905564,5315116.824237779,1.0638712124123608,12.0
3885.0,291618.20574732503,5315121.195445122,1.0638712124575758,12.0
3890.0,291620.63320409367,5315125.566652466,0.9603152980735247,12.0
3895.0,291623.8724941809,5315129.295019869,0.7964945325653546,12.0
3900.0,291627.57078609685,5315132.659932484,0.7382337263248744,12.0
3905.0,291631.26907801285,5315136.024845098,0.7382337263248744,12.0
3910.0,291634.9673699288,5315139.389757713,0.7382337263287917,12.0
3915.0,291638.6656618447,5315142.7546703275,0.7382337263248744,12.0
3920.0,291642.3639537607,5315146.119582943,0.7382337263248744,12.0
3925.0,291646.06224567664,5315149.484495557,0.6997994373384573,12.0
3930.0,291649.9841866909,5315152.535404427,0.5800925213942074,12.0
3935.0,291654.3731384531,5315154.930629349,0.49956641221297376,12.0
3940.0,291658.76209021534,5315157.325854272,0.49956641221297376,12.0
3945.0,291663.1510419776,5315159.721079194,0.4995664122101854,12.0
3950.0,291667.53999373986,5315162.116304116,0.4995664122101854,12.0
3955.0,291671.9289455021,5315164.511529039,0.49956641221297376,12.0
3960.0,291676.3178972643,5315166.906753961,0.49956641221297376,12.0
3965.0,291680.70684902655,5315169.301978883,0.49956641229472437,12.0
3970.0,291685.0958007888,5315171.697203807,0.49956641229193594,12.0
3975.0,291689.48475255107,5315174.092428729,0.4995664122101854,12.0
3980.0,291693.8737043133,5315176.487653651,0.49956641221297376,12.0
3985.0,291698.26265607553,5315178.882878574,0.49956641221297376,12.0
3990.0,291702.65160783776,5315181.278103496,0.49956641221297376,12.0
3995.0,291707.0405596,5315183.673328418,0.4995664122101854,12.0
4000.0,291711.4295113623,5315186.068553341,0.4995664122101854,12.0
4005.0,291715.8184631245,5315188.463778263,0.49956641221297376,12.0
4010.0,291720.20741488674,5315190.859003185,0.49956641221297376,12.0
4015.0,291724.59636664897,5315193.254228108,0.4995664122101854,12.0
4020.0,291728.98531841126,5315195.64945303,0.4995664122101854,12.0
4025.0,291733.3742701735,5315198.044677952,0.49956641221297376,12.0
4030.0,291737.7632219357,5315200.439902875,0.49956641221297376,12.0
4035.0,291742.15217369795,5315202.835127797,0.49956641221297376,12.0
4040.0,291746.5411254602,5315205.230352719,0.4995664122101854,12.0
4045.0,291750.93007722247,5315207.625577642,0.4995664122101854,12.0
4050.0,291755.3190289847,5315210.020802564,0.49956641221297376,12.0
4055.0,291759.7079807469,5315212.416027486,0.49956641221297376,12.0
4060.0,291764.09693250916,5315214.811252409,0.49956641221297376,12.0
4065.0,291768.4858842714,5315217.206477331,0.499669307741712,12.0
4070.0,291772.8743210796,5315219.60259343,0.5240657236663645,12.0
4075.0,291777.1412262792,5315222.209031616,0.5483591220466416,12.0
4080.0,291781.4081314788,5315224.815469802,0.5483591220466416,12.0
4085.0,291785.67503667844,5315227.421907988,0.9854730622586312,12.0
4090.0,291786.07543190883,5315231.857226706,1.601825019771498,12.0
