s_m,x_m,y_m,theta_rad,w_m
865.0,291896.7172188498,5315155.70657849,-1.1281583289022723,12.0
870.0,291898.8588424158,5315151.188454046,-1.1281583289022723,12.0
875.0,291901.0004659818,5315146.670329601,-1.0160566813384309,12.0
880.0,291903.95327838487,5315142.966921462,-0.6616662552809753,12.0
885.0,291908.48065293743,5315140.844922484,-0.4382989210769394,12.0
890.0,291913.00802749,5315138.722923506,-0.43829892099508083,12.0
895.0,291917.5354020425,5315136.600924529,-0.43829892099508083,12.0
900.0,291922.06277659506,5315134.478925551,-0.4382989210769394,12.0
905.0,291926.5901511476,5315132.356926573,-0.27099285865330774,12.0
910.0,291931.4189563688,5315131.879523043,-0.010087524120663714,12.0
915.0,291936.4046174165,5315132.25791955,0.07575172877934357,12.0
920.0,291941.39027846424,5315132.636316058,0.07575172887220874,12.0
925.0,291946.3759395119,5315133.0147125665,0.07575172887220874,12.0
930.0,291951.36160055967,5315133.393109075,0.07575172877934357,12.0
935.0,291956.34726160736,5315133.771505582,0.07575172877934357,12.0
940.0,291961.3329226551,5315134.14990209,0.07575172887220874,12.0
945.0,291966.3185837028,5315134.528298599,0.13485986266478708,12.0
950.0,291971.20920645853,5315135.489950134,0.22076846599311595,12.0
955.0,291976.05709274387,5315136.71387765,0.24729845913046766,12.0
960.0,291980.90497902926,5315137.937805166,0.24729845921934174,12.0
965.0,291985.75286531466,5315139.161732682,0.24729845921934174,12.0
970.0,291990.60075160005,5315140.385660198,0.24729845912904283,12.0
975.0,291995.44863788545,5315141.609587713,0.2472984592207666,12.0
980.0,292000.2965241708,5315142.83351523,0.32367592039909737,12.0
985.0,292004.852529113,5315144.76434877,0.46870630884563835,12.0
990.0,292009.151688821,5315147.317234549,0.5358558993356558,12.0
995.0,292013.450848529,5315149.870120329,0.5358558994127619,12.0
1000.0,292017.750008237,5315152.423006109,0.5358558994157339,12.0
1005.0,292022.049167945,5315154.975891889,0.5358558993356558,12.0
1010.0,292026.348327653,5315157.528777668,0.5358558993356558,12.0
1015.0,292030.647487361,5315160.081663448,0.6335526920154565,12.0
1020.0,292034.3657966026,5315163.418171568,0.7356093413852345,12.0
1025.0,292038.0585324895,5315166.789180567,0.739883397474364,12.0
1030.0,292041.7512683764,5315170.160189565,0.739883397474364,12.0
1035.0,292045.4440042633,5315173.531198564,0.739883397474364,12.0
1040.0,292049.1367401502,5315176.902207563,0.739883397474364,12.0
1045.0,292052.8294760371,5315180.273216561,0.739883397474364,12.0
1050.0,292056.522211924,5315183.64422556,0.739883397474364,12.0
1055.0,292060.2149478109,5315187.015234559,0.7398833974782884,12.0
1060.0,292063.90768369776,5315190.386243558,0.7398833974782884,12.0
1065.0,292067.60041958466,5315193.757252556,0.739883397474364,12.0
1070.0,292071.29315547156,5315197.128261555,0.739883397474364,12.0
1075.0,292074.98589135846,5315200.499270554,0.739883397474364,12.0
1080.0,292078.67862724536,5315203.870279552,0.739883397474364,12.0
1085.0,292082.37136313226,5315207.241288551,0.739883397474364,12.0
1090.0,292086.06409901916,5315210.61229755,0.739883397474364,12.0
1095.0,292089.75683490606,5315213.983306549,0.739883397474364,12.0
1100.0,292093.44957079296,5315217.354315547,0.739883397474364,12.0
1105.0,292097.14230667986,5315220.725324546,0.739883397474364,12.0
1110.0,292100.83504256676,5315224.096333545,0.739883397474364,12.0
1115.0,292104.52777845366,5315227.467342543,0.739883397474364,12.0
1120.0,292108.22051434056,5315230.838351542,0.739883397474364,12.0
1125.0,292111.91325022746,5315234.209360541,0.739883397474364,12.0
1130.0,292115.60598611436,5315237.58036954,0.7398833974782884,12.0
1135.0,292119.2987220012,5315240.951378538,0.7398833974782884,12.0
1140.0,292122.9914578881,5315244.322387537,0.7398833975431466,12.0
1145.0,292126.684193775,5315247.693396537,0.7398833975431466,12.0
1150.0,292130.3769296619,5315251.064405535,0.739883397474364,12.0
1155.0,292134.0696655488,5315254.435414534,0.739883397474364,12.0
1160.0,292137.7624014357,5315257.806423533,0.739883397474364,12.0
1165.0,292141.4551373226,5315261.1774325315,0.739883397474364,12.0
1170.0,292145.1478732095,5315264.54844153,0.739883397474364,12.0
1175.0,292148.8406090964,5315267.919450529,0.739883397474364,12.0
1180.0,292152.5333449833,5315271.290459528,0.739883397474364,12.0
1185.0,292156.2260808702,5315274.661468526,0.739883397474364,12.0
1190.0,292159.9188167571,5315278.032477525,0.739883397474364,12.0
1195.0,292163.611552644,5315281.403486524,0.739883397474364,12.0
1200.0,292167.3042885309,5315284.7744955225,0.7398833974782884,12.0
1205.0,292170.99702441774,5315288.145504521,0.7398833974782884,12.0
1210.0,292174.68976030464,5315291.51651352,0.739883397474364,12.0
1215.0,292178.38249619154,5315294.887522519,0.739883397474364,12.0
1220.0,292182.07523207844,5315298.258531517,0.739883397474364,12.0
1225.0,292185.76796796534,5315301.629540516,0.739883397474364,12.0
1230.0,292189.46070385224,5315305.000549515,0.739883397474364,12.0
1235.0,292193.15343973914,5315308.3715585135,0.739883397474364,12.0
1240.0,292196.84617562604,5315311.742567512,0.739883397474364,12.0
1245.0,292200.53891151294,5315315.113576511,0.7550444331717979,12.0
1250.0,292204.1234417673,5315318.590936215,0.8092364603734532,12.0
1255.0,292207.430101216,5315322.341403291,0.8482033208987149,12.0
1260.0,292210.7367606648,5315326.0918703675,0.8482033208987149,12.0
1265.0,292214.0434201135,5315329.8423374435,0.8482033208414896,12.0
1270.0,292217.3500795622,5315333.592804519,0.8482033208987149,12.0
1275.0,292220.656739011,5315337.343271596,0.8482033208987149,12.0
1280.0,292223.9633984597,5315341.093738672,0.8482033208414896,12.0
1285.0,292227.27005790843,5315344.844205748,0.8482033208371236,12.0
1290.0,292230.5767173572,5315348.594672824,0.8482033208987149,12.0
1295.0,292233.8833768059,5315352.345139901,0.8482033209030809,12.0
1300.0,292237.19003625464,5315356.095606977,0.8482033208371236,12.0
1305.0,292240.4966957034,5315359.846074053,0.8482033208987149,12.0
1310.0,292243.80335515214,5315363.59654113,0.8482033209030809,12.0
1315.0,292247.11001460085,5315367.347008206,0.8482033208414896,12.0
1320.0,292250.4166740496,5315371.097475282,0.8214871332053792,12.0
1325.0,292253.91839242127,5315374.665429086,0.791894641738264,12.0
1330.0,292257.44108781667,5315378.213755051,0.789022881212932,12.0
1335.0,292260.963783212,5315381.762081016,0.7890228812170628,12.0
1340.0,292264.48647860734,5315385.31040698,0.7890228812170628,12.0
1345.0,292268.0091740027,5315388.858732945,0.7890228812170628,12.0
1350.0,292271.531869398,5315392.40705891,0.789022881212932,12.0
1355.0,292275.0545647934,5315395.955384875,0.789022881212932,12.0
1360.0,292278.57726018876,5315399.503710839,0.7890228812170628,12.0
1365.0,292282.0999555841,5315403.052036804,0.7890228812170628,12.0
1370.0,292285.62265097944,5315406.600362768,0.7890228812170628,12.0
1375.0,292289.1453463748,5315410.148688734,0.789022881212932,12.0
1380.0,292292.6680417702,5315413.697014698,0.5543789624928044,12.0
1385.0,292297.2886909287,5315415.190611825,0.2516835108207059,12.0
1390.0,292302.1963539402,5315416.147086481,0.19248127235279755,12.0
1395.0,292307.10401695163,5315417.103561136,0.19248127235279755,12.0
1400.0,292312.0116799631,5315418.060035791,0.19248127235279755,12.0
1405.0,292316.91934297455,5315419.016510447,-0.20752293509760056,12.0
1410.0,292320.8087049842,5315416.207785152,-0.6740788028306971,12.0
1415.0,292324.56527631823,5315412.908062162,-0.7207450184648677,12.0
1420.0,292328.3218476523,5315409.608339171,-0.7207450184648677,12.0
1425.0,292332.07841898635,5315406.308616181,-0.7207450183948961,12.0
1430.0,292335.83499032044,5315403.008893191,-0.7207450183948961,12.0
1435.0,292339.59156165447,5315399.709170201,-0.7912914465774855,12.0
1440.0,292342.8431502222,5315395.917640496,-0.8692024971372304,12.0
1445.0,292346.0424252511,5315392.075162222,-0.8764867487799397,12.0
1450.0,292349.24170027993,5315388.232683947,-0.9601062334640471,12.0
1455.0,292351.66850386676,5315384.0372933475,-1.230042040942624,12.0
1460.0,292352.4788176579,5315379.103391083,-1.420766404731415,12.0
1465.0,292353.1586056631,5315374.1798946345,-1.6638376653187608,12.0
1470.0,292351.57681117737,5315369.436696746,-1.8926851087179206,12.0
1475.0,292349.9950166916,5315364.693498858,-1.8926851087179206,12.0
1480.0,292348.4132222059,5315359.95030097,-1.9663604379326374,12.0
1485.0,292346.1930886037,5315355.588701342,-2.185603730948073,12.0
1490.0,292342.764061522,5315351.949776601,-2.3265061174890596,12.0
1495.0,292339.3350344403,5315348.31085186,-2.3265061174890596,12.0
1500.0,292335.9060073586,5315344.671927119,-2.326506117429425,12.0
1505.0,292332.4769802768,5315341.033002377,-2.326506117429425,12.0
1510.0,292329.0479531951,5315337.394077635,-2.3265061174890596,12.0
1515.0,292325.6189261134,5315333.755152894,-2.3265061174890596,12.0
1520.0,292322.1898990317,5315330.116228153,-2.3265061174890596,12.0
1525.0,292318.76087195,5315326.477303412,-2.3265061174890596,12.0
1530.0,292315.3318448683,5315322.838378671,-2.3265061174890596,12.0
1535.0,292311.9028177866,5315319.199453929,-2.3265061174890596,12.0
1540.0,292308.4737907049,5315315.560529188,-2.326506117425189,12.0
1545.0,292305.0447636232,5315311.921604446,-2.326506117429425,12.0
1550.0,292301.61573654145,5315308.282679705,-2.3265061174932957,12.0
1555.0,292298.18670945975,5315304.643754964,-2.3265061174890596,12.0
1560.0,292294.75768237805,5315301.004830223,-2.3265061174890596,12.0
1565.0,292291.32865529635,5315297.365905481,-2.3265061174890596,12.0
1570.0,292287.89962821465,5315293.72698074,-2.3265061174890596,12.0
1575.0,292284.47060113295,5315290.088055999,-2.326506117425189,12.0
1580.0,292281.04157405125,5315286.449131257,-2.326506117425189,12.0
1585.0,292277.61254696955,5315282.810206516,-2.3265061174890596,12.0
1590.0,292274.18351988785,5315279.1712817745,-2.3265061174890596,12.0
1595.0,292270.75449280615,5315275.532357033,-2.3265061174932957,12.0
1600.0,292267.3254657244,5315271.893432292,-2.3265061174932957,12.0
1605.0,292263.8964386427,5315268.254507551,-2.3265061174890596,12.0
1610.0,292260.467411561,5315264.61558281,-2.3265061174890596,12.0
1615.0,292257.0383844793,5315260.976658069,-2.326506117425189,12.0
1620.0,292253.6093573976,5315257.3377333265,-2.326506117425189,12.0
1625.0,292250.1803303159,5315253.698808585,-2.3265061174890596,12.0
1630.0,292246.7513032342,5315250.059883844,-2.3265061174890596,12.0
1635.0,292243.3222761525,5315246.420959103,-2.3265061174890596,12.0
1640.0,292239.8932490708,5315242.782034362,-2.3265061174932957,12.0
1645.0,292236.46422198904,5315239.143109621,-2.3265061174932957,12.0
1650.0,292233.03519490734,5315235.504184879,-2.326506117425189,12.0
1655.0,292229.60616782564,5315231.865260137,-2.326506117425189,12.0
1660.0,292226.17714074394,5315228.226335396,-2.3265061174890596,12.0
1665.0,292222.74811366224,5315224.587410655,-2.3265061174890596,12.0
1670.0,292219.31908658054,5315220.948485914,-2.3265061174890596,12.0
1675.0,292215.89005949884,5315217.3095611725,-2.3265061174890596,12.0
1680.0,292212.46103241714,5315213.670636431,-2.3265061174890596,12.0
1685.0,292209.03200533544,5315210.03171169,-2.3265061174932957,12.0
1690.0,292205.6029782537,5315206.392786949,-2.326506117429425,12.0
1695.0,292202.173951172,5315202.753862207,-2.326506117425189,12.0
1700.0,292198.7449240903,5315199.114937466,-2.3265061174890596,12.0
1705.0,292195.3158970086,5315195.476012724,-2.3265061174890596,12.0
1710.0,292191.8868699269,5315191.837087983,-2.3265061174890596,12.0
1715.0,292188.4578428452,5315188.198163242,-2.3265061174890596,12.0
1720.0,292185.0288157635,5315184.559238501,-2.3265061174890596,12.0
1725.0,292181.5997886818,5315180.92031376,-2.326506117425189,12.0
1730.0,292178.1707616001,5315177.281389018,-2.326506117429425,12.0
1735.0,292174.7417345183,5315173.642464276,-2.3265061174932957,12.0
1740.0,292171.3127074366,5315170.003539535,-2.3265061174890596,12.0
1745.0,292167.8836803549,5315166.364614794,-2.3265061174890596,12.0
1750.0,292164.4546532732,5315162.725690053,-2.3265061174890596,12.0
1755.0,292161.0256261915,5315159.086765312,-2.3265061174890596,12.0
1760.0,292157.5965991098,5315155.4478405705,-2.3265061174890596,12.0
1765.0,292154.1675720281,5315151.808915829,-2.326506117425189,12.0
1770.0,292150.7385449464,5315148.169991087,-2.326506117425189,12.0
1775.0,292147.3095178647,5315144.531066346,-2.3265061174932957,12.0
1780.0,292143.88049078296,5315140.892141605,-2.3265061174932957,12.0
1785.0,292140.45146370126,5315137.253216864,-2.3265061174890596,12.0
1790.0,292137.02243661956,5315133.614292122,-2.3265061174890596,12.0
1795.0,292133.59340953786,5315129.975367381,-2.3265061174890596,12.0
1800.0,292130.16438245616,5315126.33644264,-2.326506117425189,12.0
1805.0,292126.73535537446,5315122.697517898,-2.326506117425189,12.0
1810.0,292123.30632829276,5315119.058593157,-2.3265061174890596,12.0
1815.0,292119.87730121106,5315115.419668416,-2.3265061174890596,12.0
1820.0,292116.44827412936,5315111.780743674,-2.3265061174932957,12.0
1825.0,292113.0192470476,5315108.141818933,-2.314451345191497,12.0
1830.0,292109.68019606423,5315104.422652125,-2.2870112198064336,12.0
1835.0,292106.45589751494,5315100.601147335,-2.2716360422537365,12.0
1840.0,292103.23159896565,5315096.779642544,-2.2716360422537365,12.0
1845.0,292100.00730041636,5315092.958137753,-2.271636042309345,12.0
1850.0,292096.7830018671,5315089.136632963,-2.2716360422492876,12.0
1855.0,292093.55870331783,5315085.315128172,-2.2716360422537365,12.0
1860.0,292090.33440476854,5315081.4936233815,-2.271636042313794,12.0
1865.0,292087.11010621925,5315077.672118591,-2.2716360422537365,12.0
1870.0,292083.88580766995,5315073.8506138,-2.2716360422537365,12.0
1875.0,292080.66150912066,5315070.02910901,-2.271636042309345,12.0
1880.0,292077.4372105714,5315066.207604219,-2.2716360422492876,12.0
1885.0,292074.21291202214,5315062.386099428,-2.2716360422537365,12.0
1890.0,292070.98861347284,5315058.564594638,-2.271636042313794,12.0
1895.0,292067.76431492355,5315054.743089847,-2.2716360422537365,12.0
1900.0,292064.54001637426,5315050.921585056,-2.2716360422537365,12.0
1905.0,292061.31571782497,5315047.100080266,-2.2716360422492876,12.0
1910.0,292058.09141927573,5315043.278575474,-2.2716360422492876,12.0
1915.0,292054.86712072644,5315039.457070684,-2.271636042313794,12.0
1920.0,292051.64282217715,5315035.635565894,-2.2716360422537365,12.0
1925.0,292048.41852362786,5315031.814061102,-2.2716360422537365,12.0
1930.0,292045.19422507857,5315027.992556312,-2.271636042313794,12.0
1935.0,292041.9699265293,5315024.171051522,-2.2716360422537365,12.0
1940.0,292038.74562798,5315020.3495467305,-2.2716360422492876,12.0
1945.0,292035.52132943075,5315016.52804194,-2.271636042309345,12.0
1950.0,292032.29703088145,5315012.70653715,-2.2716360422537365,12.0
1955.0,292029.07273233216,5315008.885032359,-2.2716360422537365,12.0
1960.0,292025.84843378287,5315005.063527568,-2.271636042313794,12.0
1965.0,292022.6241352336,5315001.242022778,-2.2716360422537365,12.0
1970.0,292019.3998366843,5314997.420517987,-2.2716360422492876,12.0
1975.0,292016.17553813505,5314993.599013196,-2.271636042309345,12.0
1980.0,292012.95123958576,5314989.777508406,-2.2716360422537365,12.0
1985.0,292009.72694103647,5314985.956003615,-2.2716360422537365,12.0
1990.0,292006.5026424872,5314982.134498824,-2.2716360422537365,12.0
1995.0,292003.2783439379,5314978.312994033,-2.2716360422537365,12.0
2000.0,292000.0540453886,5314974.491489243,-2.271636042309345,12.0
2005.0,291996.82974683936,5314970.669984452,-2.2716360422492876,12.0
2010.0,291993.60544829007,5314966.848479661,-2.2716360422537365,12.0
2015.0,291990.3811497408,5314963.026974871,-2.271636042313794,12.0
2020.0,291987.1568511915,5314959.2054700805,-2.2716360422537365,12.0
2025.0,291983.9325526422,5314955.383965289,-2.2716360422537365,12.0
2030.0,291980.7082540929,5314951.562460499,-2.271636042309345,12.0
2035.0,291977.48395554366,5314947.740955709,-2.2716360422492876,12.0
2040.0,291974.25965699437,5314943.919450917,-2.2716360422537365,12.0
2045.0,291971.0353584451,5314940.097946127,-2.271636042313794,12.0
2050.0,291967.8110598958,5314936.276441337,-2.2716360422537365,12.0
